id,department,tenure,job_role,monthly_income,age,overtime,distance_from_home,engagementScore,job_satisfaction,environment_satisfaction,work_life_balance,attrition,comment,sentiment_score,positive_score,neutral_score,negative_score,sentiment,textblob_polarity,textblob_subjectivity,extracted_keywords,overtime_encoded,predicted_engagement,risk_cluster,turnover_risk,attrition_probability
1268,Sales,15,Sales Executive,4001,34,Yes,10,82,3,4,3,0,Very satisfied with my role after 15 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,82.35926713496505,1,Low,0.09024864910410771
1269,Research & Development,3,Manufacturing Director,12965,53,Yes,1,52,3,1,2,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",1,52.654850439816826,0,Medium,0.11654219465174386
1270,Human Resources,9,Human Resources,3539,43,No,2,78,4,2,3,0,Great career growth opportunities in Human Resources. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.41111111111111115,0.5277777777777778,"great, career, growth, opportunities, human",0,77.5270267862467,1,Low,0.12176285511915967
1271,Sales,2,Sales Executive,6029,34,No,3,92,4,4,3,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,92.32680950194423,1,Low,0.08693560050998332
1272,Sales,1,Sales Representative,2679,21,No,7,58,2,2,3,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,57.5295484092335,0,Medium,0.2906170420321787
1273,Research & Development,5,Laboratory Technician,3702,38,No,6,82,3,4,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,82.3375167083654,1,Low,0.13225200290956568
1274,Research & Development,1,Laboratory Technician,2398,22,Yes,8,55,1,3,3,1,The work in Laboratory Technician is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"laboratory, technician, challenges, balance, overtime",1,54.94390148608284,0,Medium,0.30021061369251956
1275,Sales,12,Sales Executive,5468,31,No,29,70,4,1,3,0,Excellent leadership in Sales. Flexibility with schedule and clear communication from management.,0.8271,0.492,0.508,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, sales, flexibility, schedule",0,70.12349806527114,1,Low,0.18478905002112583
1276,Research & Development,2,Manager,13116,51,No,3,60,3,1,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 2 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,60.0757733920218,1,Low,0.11017996731975382
1277,Sales,5,Sales Executive,4189,37,No,9,58,2,2,3,0,The work in Sales Executive is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, executive, okay, challenges, balance",0,57.52803452841229,0,Medium,0.21977222684446754
1278,Research & Development,2,Research Director,19328,46,Yes,2,85,4,3,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",1,84.87430567600595,2,Low,0.02974456848070136
1279,Research & Development,12,Healthcare Representative,8321,36,Yes,10,62,1,4,3,0,The work in Healthcare Representative is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"healthcare, representative, challenges, balance, overtime",1,62.34335121224145,0,Medium,0.11096120445807008
1280,Research & Development,5,Research Scientist,2342,44,Yes,1,58,2,3,2,1,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",1,57.51066852510178,0,Medium,0.2246158490946262
1281,Human Resources,10,Human Resources,4071,37,No,8,58,2,3,2,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,57.51319532941217,0,Medium,0.18659174116223093
1282,Sales,10,Sales Executive,5813,35,Yes,27,85,4,3,3,1,Very satisfied with my role after 10 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,84.93659624854304,1,Low,0.12043537065032763
1283,Research & Development,10,Research Scientist,3143,33,No,8,62,1,4,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,62.35470108274811,0,Medium,0.18213465116944177
1284,Research & Development,5,Research Scientist,2044,28,No,1,92,4,3,4,0,Great career growth opportunities in Research Scientist. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, research",0,92.36861255824255,1,Low,0.1088372312555488
1285,Research & Development,4,Research Director,13464,39,No,10,75,3,3,3,0,Very satisfied with my role after 4 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,74.89895833733858,2,Low,0.07167111681498407
1286,Sales,2,Sales Executive,7991,46,No,26,58,2,2,3,0,The work in Sales Executive is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, executive, okay, challenges, balance",0,57.505882988761975,0,Medium,0.24272054182578046
1287,Research & Development,4,Laboratory Technician,3377,40,No,2,48,1,3,2,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,47.50493771917681,0,Medium,0.27456707665876606
1288,Research & Development,0,Healthcare Representative,5538,42,No,13,40,1,2,2,0,The work in Healthcare Representative is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"healthcare, representative, challenges, balance, overtime",0,40.08379709839688,0,Medium,0.36654545794358473
1289,Research & Development,7,Manufacturing Director,5762,35,No,2,78,4,2,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,77.52138152610522,1,Low,0.10531361698048393
1290,Human Resources,11,Human Resources,2592,38,No,2,50,2,1,3,0,The work in Human Resources is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.16666666666666666,0.5333333333333333,"human, resources, okay, challenges, balance",0,50.13585033497344,0,Medium,0.2175884762782269
1291,Research & Development,7,Laboratory Technician,5346,34,No,9,55,1,4,2,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,54.90958148201036,0,Medium,0.21723850714766826
1292,Research & Development,10,Manufacturing Director,4213,37,No,10,48,1,4,1,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,47.487211352713665,0,Medium,0.2566021808704644
1293,Sales,2,Sales Executive,4127,39,No,20,85,4,3,3,0,Very satisfied with my role after 2 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,84.92508873716872,1,Low,0.16393916928651678
1294,Research & Development,3,Research Scientist,2438,43,No,9,52,3,1,2,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,52.686999266843124,0,Medium,0.32565742188169206
1295,Research & Development,3,Healthcare Representative,6870,41,No,5,42,2,2,1,0,Decent experience in Research & Development but career advancement opportunities could be better after 3 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,42.650079667888384,0,Medium,0.28530371721134634
1296,Sales,22,Sales Executive,10447,41,Yes,4,82,3,3,4,0,Excellent leadership in Sales. Flexibility with schedule and clear communication from management.,0.8271,0.492,0.508,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, sales, flexibility, schedule",1,82.3671833981313,2,Low,0.03445408452984098
1297,Research & Development,7,Manufacturing Director,9667,30,No,10,60,3,1,3,0,Decent experience in Research & Development but career advancement opportunities could be better after 7 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",0,60.10385442756138,1,Low,0.14094873861604737
1298,Human Resources,5,Human Resources,2148,26,Yes,20,72,2,4,3,1,Very satisfied with my role after 5 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,72.35214647189387,1,Low,0.2375260477121501
1299,Research & Development,9,Healthcare Representative,8926,46,No,21,80,2,4,4,1,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,79.75227598072341,1,Low,0.10173895473036967
1300,Research & Development,5,Healthcare Representative,6513,40,No,1,85,4,3,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,84.92062325725122,1,Low,0.08603601449979156
1301,Sales,10,Sales Executive,6799,34,No,8,68,3,2,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,67.52484819726891,1,Low,0.12188336267949826
1302,Sales,16,Manager,16291,58,No,2,50,2,2,2,0,Decent experience in Sales but career advancement opportunities could be better after 16 years.,0.8047,0.377,0.623,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, sales, career, advancement",0,50.062906793142844,2,Low,0.06129254868959433
1303,Research & Development,5,Laboratory Technician,2705,35,No,23,75,3,2,4,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,74.95642451524851,1,Low,0.2329747094076373
1304,Research & Development,22,Manufacturing Director,10333,47,Yes,4,65,2,3,3,0,The work in Manufacturing Director is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"director, challenges, balance, overtime, requirements",1,64.94133733683003,2,Low,0.05025874326981514
1305,Research & Development,7,Healthcare Representative,4448,40,No,12,48,1,2,3,0,The work in Healthcare Representative is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"healthcare, representative, challenges, balance, overtime",0,47.5291146559755,0,Medium,0.26734832011918563
1306,Research & Development,7,Research Scientist,6854,54,No,7,85,4,4,2,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,84.89376735595056,1,Low,0.08702497878776197
